2025-07-16 18:42:36 | INFO     | AccountExploit | _create_rpc_client:120 | 🔌 Подключение к основному RPC: https://solana-api.projectserum.com
2025-07-16 22:36:59 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-16 22:36:59 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:36:59 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:36:59 | INFO     | AccountExploit | check_sol_balance:297 | Баланс SOL: 0.449531
2025-07-16 22:36:59 | INFO     | AccountExploit | prepare_exploit:116 | Найдено уязвимостей: 1
2025-07-16 22:37:00 | WARNING  | AccountExploit | send_transaction:278 | Попытка 1/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:37:01 | WARNING  | AccountExploit | send_transaction:278 | Попытка 2/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:37:03 | WARNING  | AccountExploit | send_transaction:278 | Попытка 3/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:37:03 | ERROR    | AccountExploit | send_transaction:283 | Все попытки отправки транзакции исчерпаны: keypair-pubkey mismatch
2025-07-16 22:37:03 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-16 22:37:03 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:37:03 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:37:03 | ERROR    | TokenExploit | get_token_account_info:250 | Ошибка получения информации о токен аккаунте BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: 'solders.rpc.errors.InvalidParamsMessage' object has no attribute 'value'
2025-07-16 22:37:03 | ERROR    | TokenExploit | get_token_account_info:250 | Ошибка получения информации о токен аккаунте BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: 'solders.rpc.errors.InvalidParamsMessage' object has no attribute 'value'
2025-07-16 22:37:03 | WARNING  | TokenExploit | prepare_exploit:138 | Цель не уязвима
2025-07-16 22:49:09 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-16 22:49:09 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:49:09 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:49:09 | INFO     | AccountExploit | check_sol_balance:303 | Баланс SOL: 0.523998
2025-07-16 22:49:09 | INFO     | AccountExploit | prepare_exploit:116 | Найдено уязвимостей: 1
2025-07-16 22:49:09 | WARNING  | AccountExploit | send_transaction:284 | Попытка 1/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:49:10 | WARNING  | AccountExploit | send_transaction:284 | Попытка 2/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:49:13 | WARNING  | AccountExploit | send_transaction:284 | Попытка 3/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:49:13 | ERROR    | AccountExploit | send_transaction:289 | Все попытки отправки транзакции исчерпаны: keypair-pubkey mismatch
2025-07-16 22:49:13 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-16 22:49:13 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:49:13 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:49:13 | WARNING  | TokenExploit | get_token_account_info:244 | RPC ошибка при получении токен аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: InvalidParamsMessage
2025-07-16 22:49:13 | WARNING  | TokenExploit | get_token_account_info:244 | RPC ошибка при получении токен аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: InvalidParamsMessage
2025-07-16 22:49:13 | WARNING  | TokenExploit | prepare_exploit:138 | Цель не уязвима
2025-07-16 22:49:13 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-16 22:49:13 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:49:13 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:49:13 | INFO     | AccountExploit | check_sol_balance:303 | Баланс SOL: 0.523998
2025-07-16 22:49:13 | INFO     | AccountExploit | prepare_exploit:116 | Найдено уязвимостей: 1
2025-07-16 22:49:13 | WARNING  | AccountExploit | send_transaction:284 | Попытка 1/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:49:14 | WARNING  | AccountExploit | send_transaction:284 | Попытка 2/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:49:16 | WARNING  | AccountExploit | send_transaction:284 | Попытка 3/3 не удалась: keypair-pubkey mismatch
2025-07-16 22:49:16 | ERROR    | AccountExploit | send_transaction:289 | Все попытки отправки транзакции исчерпаны: keypair-pubkey mismatch
2025-07-16 22:49:16 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-16 22:49:17 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:49:17 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:49:17 | WARNING  | TokenExploit | get_token_account_info:244 | RPC ошибка при получении токен аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: InvalidParamsMessage
2025-07-16 22:49:17 | WARNING  | TokenExploit | get_token_account_info:244 | RPC ошибка при получении токен аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: InvalidParamsMessage
2025-07-16 22:49:17 | WARNING  | TokenExploit | prepare_exploit:138 | Цель не уязвима
2025-07-18 23:14:42 | INFO     | AccountExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:14:42 | INFO     | AccountExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:14:42 | INFO     | AccountExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:14:42 | INFO     | TokenExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:14:42 | INFO     | TokenExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:14:42 | INFO     | TokenExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:14:42 | INFO     | ProgramExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:14:42 | INFO     | ProgramExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:14:42 | INFO     | ProgramExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:14:42 | INFO     | ReentrancyExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:14:42 | INFO     | ReentrancyExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:14:42 | INFO     | ReentrancyExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:14:42 | INFO     | MemoryExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:14:42 | INFO     | MemoryExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:14:42 | INFO     | MemoryExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:14:42 | INFO     | ValidatorExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:14:42 | INFO     | ValidatorExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:14:42 | INFO     | ValidatorExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:14:43 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v: InvalidParamsMessage
2025-07-18 23:14:43 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB: InvalidParamsMessage
2025-07-18 23:14:43 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта So11111111111111111111111111111111111111112: InvalidParamsMessage
2025-07-18 23:14:43 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта 7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs: InvalidParamsMessage
2025-07-18 23:14:43 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So: InvalidParamsMessage
2025-07-18 23:14:43 | ERROR    | ProgramExploit | _scan_pda_vulnerabilities:231 | Ошибка сканирования PDA: 'solders.pubkey.Pubkey' object has no attribute 'to_bytes'
2025-07-18 23:14:43 | ERROR    | ProgramExploit | _scan_instruction_vulnerabilities:272 | Ошибка сканирования инструкций: 
2025-07-18 23:14:43 | ERROR    | ProgramExploit | _scan_pda_vulnerabilities:231 | Ошибка сканирования PDA: 'solders.pubkey.Pubkey' object has no attribute 'to_bytes'
2025-07-18 23:14:43 | ERROR    | ProgramExploit | _scan_instruction_vulnerabilities:272 | Ошибка сканирования инструкций: 
2025-07-18 23:14:43 | ERROR    | ProgramExploit | _scan_pda_vulnerabilities:231 | Ошибка сканирования PDA: 'solders.pubkey.Pubkey' object has no attribute 'to_bytes'
2025-07-18 23:14:44 | ERROR    | ProgramExploit | _scan_instruction_vulnerabilities:272 | Ошибка сканирования инструкций: 
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | _find_state_accounts:197 | Ошибка поиска аккаунтов состояния: 
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | _scan_cpi_vulnerabilities:288 | Ошибка сканирования CPI уязвимостей: 
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:14:44 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | _find_state_accounts:197 | Ошибка поиска аккаунтов состояния: 
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | _scan_cpi_vulnerabilities:288 | Ошибка сканирования CPI уязвимостей: 
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:14:45 | ERROR    | ReentrancyExploit | _find_state_accounts:197 | Ошибка поиска аккаунтов состояния: 
2025-07-18 23:14:46 | ERROR    | ReentrancyExploit | _scan_cpi_vulnerabilities:288 | Ошибка сканирования CPI уязвимостей: 
2025-07-18 23:14:46 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:14:46 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:14:46 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:14:46 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:14:46 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:17:53 | INFO     | AccountExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:17:53 | INFO     | AccountExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:17:53 | INFO     | AccountExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:17:53 | INFO     | TokenExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:17:53 | INFO     | TokenExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:17:53 | INFO     | TokenExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:17:53 | INFO     | ProgramExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:17:53 | INFO     | ProgramExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:17:53 | INFO     | ProgramExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:17:53 | INFO     | ReentrancyExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:17:53 | INFO     | ReentrancyExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:17:53 | INFO     | ReentrancyExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:17:53 | INFO     | MemoryExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:17:53 | INFO     | MemoryExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:17:53 | INFO     | MemoryExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:17:53 | INFO     | ValidatorExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:17:53 | INFO     | ValidatorExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:17:53 | INFO     | ValidatorExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:17:54 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v: InvalidParamsMessage
2025-07-18 23:17:54 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB: InvalidParamsMessage
2025-07-18 23:17:54 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта So11111111111111111111111111111111111111112: InvalidParamsMessage
2025-07-18 23:17:54 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта 7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs: InvalidParamsMessage
2025-07-18 23:17:55 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So: InvalidParamsMessage
2025-07-18 23:17:55 | ERROR    | ProgramExploit | _scan_pda_vulnerabilities:231 | Ошибка сканирования PDA: 'solders.pubkey.Pubkey' object has no attribute 'to_bytes'
2025-07-18 23:17:55 | ERROR    | ProgramExploit | _scan_instruction_vulnerabilities:272 | Ошибка сканирования инструкций: 
2025-07-18 23:17:55 | ERROR    | ProgramExploit | _scan_pda_vulnerabilities:231 | Ошибка сканирования PDA: 'solders.pubkey.Pubkey' object has no attribute 'to_bytes'
2025-07-18 23:17:55 | ERROR    | ProgramExploit | _scan_instruction_vulnerabilities:272 | Ошибка сканирования инструкций: 
2025-07-18 23:17:55 | ERROR    | ProgramExploit | _scan_pda_vulnerabilities:231 | Ошибка сканирования PDA: 'solders.pubkey.Pubkey' object has no attribute 'to_bytes'
2025-07-18 23:17:55 | ERROR    | ProgramExploit | _scan_instruction_vulnerabilities:272 | Ошибка сканирования инструкций: 
2025-07-18 23:17:55 | ERROR    | ReentrancyExploit | _find_state_accounts:197 | Ошибка поиска аккаунтов состояния: 
2025-07-18 23:17:55 | ERROR    | ReentrancyExploit | _scan_cpi_vulnerabilities:288 | Ошибка сканирования CPI уязвимостей: 
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorFieldless.BlockhashNotFound
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | _find_state_accounts:197 | Ошибка поиска аккаунтов состояния: 
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | _scan_cpi_vulnerabilities:288 | Ошибка сканирования CPI уязвимостей: 
2025-07-18 23:17:56 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Tagged(Custom(InstructionErrorCustom(12)))))
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorFieldless.BlockhashNotFound
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | _find_state_accounts:197 | Ошибка поиска аккаунтов состояния: 
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | _scan_cpi_vulnerabilities:288 | Ошибка сканирования CPI уязвимостей: 
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:17:57 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:17:58 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(NotEnoughAccountKeys)))
2025-07-18 23:17:58 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:17:58 | ERROR    | ReentrancyExploit | estimate_transaction_cost:373 | Ошибка симуляции: TransactionErrorInstructionError((0, Fieldless(InvalidInstructionData)))
2025-07-18 23:27:32 | INFO     | AccountExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:27:32 | INFO     | AccountExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:27:32 | INFO     | AccountExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:27:32 | INFO     | TokenExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:27:32 | INFO     | TokenExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:27:32 | INFO     | TokenExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:27:32 | INFO     | ProgramExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:27:32 | INFO     | ProgramExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:27:32 | INFO     | ProgramExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:27:32 | INFO     | ReentrancyExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:27:32 | INFO     | ReentrancyExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:27:32 | INFO     | ReentrancyExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:27:32 | INFO     | MemoryExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:27:32 | INFO     | MemoryExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:27:32 | INFO     | MemoryExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:27:32 | INFO     | ValidatorExploit | _create_rpc_client:146 | 🔌 Подключение к основному RPC: https://solana-mainnet.g.alchemy.com/v2/6V3A2BMevi9OjWxIx8m-n
2025-07-18 23:27:32 | INFO     | ValidatorExploit | __init__:138 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-18 23:27:32 | INFO     | ValidatorExploit | __init__:139 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-18 23:27:33 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v: InvalidParamsMessage
2025-07-18 23:27:33 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB: InvalidParamsMessage
2025-07-18 23:27:33 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта So11111111111111111111111111111111111111112: InvalidParamsMessage
2025-07-18 23:27:33 | WARNING  | TokenExploit | get_token_account_info:286 | RPC ошибка при получении баланса токен аккаунта 7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs: InvalidParamsMessage
